date,titulo,resumo,link
2023-03-09,Gold prices unlikely to move higher from here in near term - analysts,By Senad Karaahmetovic  Citi's commodity strategists warned against betting on higher gold prices in the near term. Gold prices fell in February and have now stabilized in the low...,https://www.investing.com//news/stock-market-news/gold-prices-unlikely-to-move-higher-from-here-in-near-term--analysts-432SI-3026395
2023-03-09,Nasdaq futures fall 55 pts; jobless claims to set scene for payrolls,"By Peter Nurse Investing.com -- U.S. stocks are seen opening largely lower Thursday, as investors digest fresh comments from Fed head Jerome Powell ahead of the release of weekly...",https://www.investing.com//news/stock-market-news/nasdaq-futures-fall-55-pts-jobless-claims-to-set-scene-for-payrolls-3026053
2023-03-09,Gold prices pinned near 2023 lows as Fed fears persist,"By Ambar Warrick Investing.com -- Gold prices moved little on Thursday, hovering just above their weakest levels this year amid continued concerns over rising U.S. interest rates,...",https://www.investing.com//news/commodities-news/gold-prices-pinned-near-2023-lows-as-fed-fears-persist-3025586
2023-03-03,Wall Street stocks power higher as Treasury yields and dollar ease,By Lawrence Delevingne and Elizabeth Howcroft (Reuters) - Wall Street stocks posted strong gains while Treasury yields and the dollar pulled back on Friday as data pointing to...,https://www.investing.com//news/economy/asian-stocks-up-on-hopes-fed-will-adopt-slow-approach-to-more-hikes-3021166
2023-03-03,U.S. stocks are rising as Treasury yields ease back,"By Liz Moyer Investing.com -- U.S. stocks were rising on Friday as Treasury yields fell back from key levels. At 10:46 ET (15:46 GMT), the Dow Jones Industrial Average was up 114...",https://www.investing.com//news/stock-market-news/us-stocks-are-rising-as-treasury-yields-ease-back-3021867
2023-03-03,Dow futures rise 60 pts; ISM non-manufacturing PMI due,"By Peter Nurse Investing.com -- U.S. stocks are seen opening with small gains Friday, on course to register a positive week as investors digest fresh commentary from Federal...",https://www.investing.com//news/stock-market-news/dow-futures-rise-60-pts-ism-nonmanufacturing-pmi-due-3021544
2023-03-03,European stocks higher; Lufthansa soars after returning to profit,"By Peter Nurse Investing.com - European stock markets traded higher Friday, boosted by positive sentiment overseas ahead of the release of the final reading of Eurozone services...",https://www.investing.com//news/stock-market-news/european-stocks-higher-lufthansa-soars-after-returning-to-profit-3021334
2023-03-03,"Gold prices rise on some Fed clarity, set to snap 4-week losing spree","By Ambar Warrick Investing.com -- Gold prices advanced on Friday, and were set for their first weekly gain in five as recent comments from Federal Reserve officials helped provide...",https://www.investing.com//news/commodities-news/gold-prices-rise-on-some-fed-clarity-set-to-snap-4week-losing-spree-3021138
2023-02-01,"Gold crosses $1,950 as dollar sinks on Fed intent to continue rate hikes","By Barani Krishnan Investing.com - Gold smashed past the $1,950 resistance the first time in almost a year as the dollar sank after the Federal Reserve said it was not done with...",https://www.investing.com//news/commodities-news/gold-crosses-1950-as-dollar-sinks-on-fed-intent-to-continue-rate-hikes-2993567
2023-02-01,U.S. stocks are falling ahead of the Fed's rate decision,"By Liz Moyer Investing.com -- U.S. stocks were falling early Wednesday as investors paused for the Federal Reserve's rate decision this afternoon. At 10:44 ET (15:44 GMT), the Dow...",https://www.investing.com//news/stock-market-news/us-stocks-are-falling-ahead-of-the-feds-rate-decision-2993346
2023-02-01,U.S. stock futures edge down as Fed decision looms,"By Scott Kanowsky Investing.com -- U.S. stock futures pointed broadly lower on Wednesday, as investors looked ahead to the Federal Reserve's latest monetary policy decision. At...",https://www.investing.com//news/stock-market-news/us-stock-futures-edge-down-as-fed-decision-looms-2993075
2023-02-01,European shares hover near flatline ahead of key Fed decision,"By Scott Kanowsky Investing.com -- European equities held steady near the flatline on Wednesday, as investors awaited the highly anticipated release of the Federal Reserve's latest...",https://www.investing.com//news/stock-market-news/european-shares-mixed-ahead-of-key-fed-decision-2992832
2023-02-01,"Gold, copper prices slip in anticipation of Fed meeting",By Ambar Warrick Investing.com -- Gold and copper prices fell slightly on Wednesday as markets awaited fresh cues on monetary policy from a string of major central bank meetings...,https://www.investing.com//news/commodities-news/gold-copper-prices-slip-in-anticipation-of-fed-meeting-2992629
2023-01-19,U.S. stocks were falling as recession fears return,By Liz Moyer Investing.com -- U.S. stocks were falling after new data on the labor market fueled fresh fears about the Federal Reserve's interest rate increases. At 10:51 ET (15:51...,https://www.investing.com//news/stock-market-news/us-stocks-were-falling-as-recession-fears-return-2984036
2023-01-19,European stocks lower on recession fears; Boohoo slumps,"By Peter Nurse  Investing.com - European stock markets fell Thursday, following the weaker global sentiment as investors fretted about the possibility of a recession this year. At...",https://www.investing.com//news/stock-market-news/european-stocks-lower-on-recession-fears-boohoo-slumps-2983547
2023-01-19,"Gold muted amid recession uncertainty, China optimism buoys copper",By Ambar Warrick Investing.com -- Gold prices recovered slightly from a two-day losing streak on Thursday amid growing uncertainty over a potential recession and the path of U.S....,https://www.investing.com//news/commodities-news/gold-muted-amid-recession-uncertainty-china-optimism-buoys-copper-2983317
2023-01-13,"Gold nears 9-month high and $1,950 test on softening U.S. inflation","By Barani Krishnan Investing.com -- Gold neared a nine-month high on Friday, approaching the key $1,950-an-ounce resistance, as softening U.S. inflation and rate hike expectations...",https://www.investing.com//news/commodities-news/gold-nears-9month-high-and-1950-test-on-softening-us-inflation-2980283
2023-01-13,U.S. stocks are mixed as big banks kick off earnings season,"By Liz Moyer Investing.com -- U.S. stocks were mixed after bank executives talked about a slowing economy. At 11:00 ET (16:00 GMT), the Dow Jones Industrial Average was up 27...",https://www.investing.com//news/stock-market-news/us-stocks-fall-as-big-banks-kick-off-earnings-season-2980169
2023-01-13,Gold set for 4th straight week of gains after positive CPI data,By Ambar Warrick Investing.com -- Gold prices rose slightly on Friday and were set for a fourth straight week of gains after U.S. consumer inflation data showed that price...,https://www.investing.com//news/commodities-news/gold-set-for-4th-straight-week-of-gains-after-positive-cpi-data-2979543
2023-01-12,"Gold hits $1,900 first time since May as U.S. consumer prices slow","By Barani Krishnan Investing.com - Gold breached $1,900 an ounce the first time in eight months after the growth in U.S. consumer prices slowed as forecast in December, aiding the...",https://www.investing.com//news/commodities-news/gold-hits-1900-first-time-since-may-as-us-consumer-prices-slow-2979202
2023-01-12,U.S. stocks wobble after December report showed cooling inflation,"By Liz Moyer Investing.com -- U.S. stocks were wobbling after data showed inflation moderated in December. At 11:38 ET (16:38 GMT), the Dow Jones Industrial Average was up 107...",https://www.investing.com//news/stock-market-news/us-stocks-wobble-after-december-report-showed-cooling-inflation-2979263
2023-01-12,U.S. CPI fell 0.1% on month in December; annual inflation slowed to 6.5%,"By Geoffrey Smith Investing.com -- The headline rate of inflation in the U.S. fell to its lowest since late 2021 in December, encouraging hopes that the Federal Reserve will soon...",https://www.investing.com//news/economic-indicators/us-cpi-fell-01-on-month-in-december-annual-inflation-slowed-to-65-2979183
2023-01-12,Dow futures rise 20 pts; caution ahead of key CPI release,"By Peter Nurse Investing.com -- U.S. stocks are seen opening largely flat in cautious trading Thursday, as investors await a key inflation release for clues of future Federal...",https://www.investing.com//news/stock-market-news/dow-futures-rise-20-pts-caution-ahead-of-key-cpi-release-2979074
2023-01-12,"Gold hovers below $1,880 as U.S. CPI reading looms, copper upbeat",By Ambar Warrick Investing.com -- Gold prices hovered around an eight-month high on Thursday as markets positioned for data that is widely expected to show a further easing in...,https://www.investing.com//news/commodities-news/gold-hovers-below-1880-as-us-cpi-reading-looms-copper-upbeat-2978601
2023-01-06,"World stocks soar, investors pare rate bets after US jobs data","By Koh Gui Qing NEW YORK (Reuters) -Wall Street sparked a global rally in stocks on Friday after a crucial U.S. jobs report showed wage growth slowed in December, fuelling...",https://www.investing.com//news/stock-market-news/asian-stocks-edge-up-before-us-jobs-data-defying-wall-street-selloff-2974298
2023-01-06,Gold rediscovers mojo after smaller U.S. jobs growth signals Fed rate slowing,"By Barani Krishnan Investing.com -- The gold bull is back on track, with the yellow metal scaling near seven-month highs again Friday, as moderating U.S. jobs growth signaled more...",https://www.investing.com//news/commodities-news/gold-rediscovers-mojo-after-smaller-us-jobs-growth-signals-fed-rate-slowing-2975167
2023-01-06,U.S. stocks are rising after December jobs report eases rate fears,"By Liz Moyer Investing.com -- U.S. stocks rallied after jobs data showed a cooling labor market, easing investor concerns about rising interest rates. At 11:01 ET (16:01 GMT), the...",https://www.investing.com//news/stock-market-news/us-stocks-are-rising-after-december-jobs-report-eases-rate-fears-2974886
2023-01-06,"Gold turns flat before payrolls data, copper cheered by China reopening","By Ambar Warrick Investing.com -- Gold prices hovered near seven-month highs on Friday as markets awaited a key reading on U.S. nonfarm payrolls, while copper prices reversed...",https://www.investing.com//news/commodities-news/gold-turns-flat-before-payrolls-data-copper-cheered-by-china-reopening-2974279
